firstSentence,id,date,fullBody,title
"William J. Sheridan, a member of the board of the Metropolitan Transportation Authority, died at his home in Setauket, L.I., Saturday after a long illness.",19047,1982-05-17 00:00:00,"William J. Sheridan, a member of the board of the Metropolitan Transportation Authority, died at his home in Setauket, L.I., Saturday after a long illness. He was 46 years old.

 In addition to representing Suffolk County on the M.T.A. board, Mr. Sheridan was assistant director of public relations for the Long Island Lighting Company. In 1978 and 1979, he was Suffolk County's Commissioner of Economic Development.

 Mr. Sheridan was born in East Williston, L.I. He attended Chaminade High School in Mineola and St. John's College in Queens, from which he received a B.A. in 1958. He had worked for Lilco since 1966, except for a leave of absence while he served as commissioner.

 He is survived by his wife, Gail; two daughters, Kathleen and Eileen; four sons, Robert, Michael, Joseph and Mark; his mother, Elizabeth, of Mineola; three brothers, Dennis, Gerard and Kevin, all of Long Island, and a sister, Maryanne McHenry of Anaheim, Calif.","May 17, 1982, Monday, Late City Final Edition  William Sheridan, 46, M.T.A. Board Member"
"John Merrill Olin, honorary chairman of the Olin Corporation and a noted conservationist, philanthropist and inventor, died Wednesday at his home in East Hampton, L.I.",40294,1982-09-10 00:00:00,"John Merrill Olin, honorary chairman of the Olin Corporation and a noted conservationist, philanthropist and inventor, died Wednesday at his home in East Hampton, L.I. He was 89 years old.

 Mr. Olin was the son of Franklin W. Olin, the founder of one of the companies that became the Olin Corporation, a large, diversified manufacturing concern.

 He had been a director of Olin and its predecessors since 1922. He was named president of Olin Industries when it was formed in 1944 and, when Olin merged with the Mathieson Chemical Corporation in 1954, he was elected chairman of the combined Olin Mathieson Chemical Corporation.

 Mr. Olin remained chairman until 1957, then held the posts of chairman of the executive committee and the finance and operating committees. In 1963, he was named honorary chairman of the board.

 Breeder of Horses and Dogs

 But his activities ranged far beyond business, and he achieved notable successes in all of them. He was a breeder of saddle and thoroughbred race horses and one, Cannonade, earned more than $500,000 in purses and won the Kentucky Derby in 1974. He also raised champion-class Labrador retrievers. King Buck, one of his Labradors, was the breed's national champion in 1952 and 1953.

 Mr. Olin was also a tireless promoter of free enterprise and the capitalist system, and in their behalf he founded in 1953 the John M. Olin Foundation, which provided support for the economic, political and philosophical principles on which he believed American capitalism rested. By 1977, the foundation's grants reached $1 million a year.

 ''My greatest ambition now,'' he said in an interview in 1977, ''is to see free enterprise re-established in this country. Business and the public must be awakened to the creeping stranglehold that socialism has gained here since World War II.''

 Also in 1977, Mr. Olin chose former Treasury Secretary William E. Simon to succeed him as president of the foundation ''because his fundamental thinking and philosophy are almost identical with mine.''

 24 Patented Inventions

 Mr. Olin was also the inventor or co-inventor of 24 United States patents in the fields of arms and ammunition manufacture and design. An ardent sportsman, Mr. Olin was also a longtime supporter of nature and wildlife conservation. He was especially noted for his efforts to preserve the Atlantic salmon.

 Mr. Olin was born on Nov. 10, 1892, in East Alton, Ill., the son of Franklin Olin and the former Mary Moulton. He received a B.S. degree from Cornell University in 1913 and then went to work as a chemical engineer for the Western Cartridge Company, which had been founded by his father and his brother, Spencer.

 He was an assistant to the president and then a first vice president and a director of Western Cartridge until he was named president of Olin Industries, a consolidation of Western Cartridge, the Winchester Repeating Arms Company and an earlier Olin Corporation.

 Olin's main products now are chemicals, metals and industrial papers, as well as such consumer products as sporting ammunition and skis and commercial water treatment chemicals.

 Received Many Honors

 Mr. Olin was a trustee emeritus of Cornell and of Johns Hopkins University, a life trustee of Washington University in St. Louis and an honorary director of the American Museum of Natural History in New York.

 In 1968 he was given the Charles F. Kettering award by George Washington University. He was also awarded the Chevalier de la Legion d'Honneur by France and the Grand Ufficiale-Ordine al Merito by Italy. He was named to the Hunting Hall of Fame in 1974.

 In addition to his home in East Hampton, Mr. Olin had an apartment in Manhattan, a residence in Ladue, Mo., and a hunting plantation near Albany, Ga.

 Mr. Olin is survived by his wife, the former Evelyn Brown; a daughter, Evelyn Williams, of St. Louis; his brother, Spencer, of St. Louis; eight grandchildren, and four great-grandchildren.

 A memorial service will be held at 11 A.M. Monday at St. Peter's Episcopal Church in Ladue, Mo.","September 10, 1982, Friday, Late City Final Edition  JOHN M. OLIN, EXECUTIVE AND PHILANTHROPIST, DIES"
"James H. Smith Jr., a former Assistant Secretary of the Navy and foreign aid administrator under President Eisenhower, died yesterday at a hospital in La Jolla, Calif., after suffering from cancer for two years.",40639,1982-11-25 00:00:00,"James H. Smith Jr., a former Assistant Secretary of the Navy and foreign aid administrator under President Eisenhower, died yesterday at a hospital in La Jolla, Calif., after suffering from cancer for two years. He was 72 years old.

 In recent years he had served as a vice chairman and trustee emeritus of the Aspen Institute, an educational conference center. As head of the International Cooperation Agency in the 1950's, Mr. Smith was an energetic advocate of maintaining a strong American foreign aid program, often defending it against critics in Congress.

 ''One thing we are not trying to do and should not do is to buy friends with this program,'' he once said. ''You cannot buy friends with a program of economic assistance. We are trying to strengthen the economies of this uncommitted area of the world so they can be independent of any foreign domination, including even the domination of the United States itself.''

 Early Interest in Aviation

 Mr. Smith was a former Navy pilot and airline executive, and his interest in aviation dated from his teen-age years. On Aug. 12, 1927, he soloed in a Curtiss Jenny, and his instructor was Charles A. Lindbergh, who three months before had flown the first nonstop solo flight across the Atlantic. Mr. Smith was at one time a vice president of Pan American World Airways.

 James Hopkins Smith Jr. was born in New York City on Dec. 15, 1909; his mother was the first woman member of the Republican National Committee. He attended Groton School, was graduated from Harvard in 1931 and then enlisted in the Naval Reserve. A year later he entered Columbia Law School and received a degree, but he never practiced law.

 He served as a Navy pilot from 1933 to 1941, then became manager of operations in Africa for Pan Am. But he returned to active duty in 1943 and retired with the rank of captain 10 years later. In the same period, he moved to Colorado and acquired the North Star Ranch at Aspen.

 He had served as a special assistant to the Secretary of the Navy, and in 1953 President Eisenhower named him Assistant Secretary of the Navy for Air.

 Admitted Mistaken Dismissal

 A year later, in a widely publicized move, he publicly admitted an error in discharging a Navy civilian employee as a security risk. When inquiry showed the charges against Abraham Chasanow were unfounded, Mr. Smith called a news conference to apologize for the ''grave injustice,'' pledging that security procedures would be revised.

 After resigning from the naval post in 1956, he took up life as a Colorado rancher but returned to Washington when President Eisenhower named him to the foreign aid agency, which he directed from 1957 until 1959.

 He is survived by his wife, Diane; a son, Morgan Smith, and three daughters, Joy, Dinah and Sandra Smith. A memorial service will be held in Aspen on Wednesday.","November 25, 1982, Thursday, Late City Final Edition  JAMES H. SMITH JR.; LED U.S. AID AGENCY"
"Dr. Robert J. Kibbee, the chancellor of the City University of New York, died at his Manhattan home last night at the age of 60.",19158,1982-06-17 00:00:00,"Dr. Robert J. Kibbee, the chancellor of the City University of New York, died at his Manhattan home last night at the age of 60. His death, after a long illness, came two weeks before he was to retire from the post he had held for more than a decade.

 Dr. Kibbee's tenure as chancellor of the country's third largest university coincided with one of the most painful eras of the institution, which was set up in 1961 through the amalgamation of the city's various publicly supported colleges.

 The second year of the controversial policy of open admissions, under which the City University admitted all city high school graduates who applied, was just beginning as he took over the leadership in 1971 from Dr. Albert H. Bowker, who became chancellor of the University of California at Berkeley.

 Dr. Kibbee, who had acquired most of his experience at selective private institutions, found himself called upon repeatedly to defend the City University from the attacks of critics. They charged that the university's academic quality was being diluted to absorb thousands of freshmen who were inadequately prepared to enroll in an institution that until 1970 had maintained rigorous entrance requirements.

 In his firm support for the university during those days of difficult transition, Dr. Kibbee showed the unflappable exterior that was to help him remain cool during the many crises that followed.

 Doing the Best You Can

 ''You start from the point that you think you know what you are trying to do,'' Dr. Kibbee said in discussing his ability to withstand the pressures of that period. ''You do the best you can and recognize that everything is not going to happen the way you want it to happen. There is always tomorrow and you shouldn't look on every setback as a disaster.''

 The decade proved to be a difficult time for all of American higher education, and Dr. Kibbee ended up having to guide the City University through a series of financial difficulties. He frequently was called upon to use his patient style to arbitrate conflicts over budget reductions.

 A 10 percent cut in the institution's $550 million budget during the 1975-76 academic year set the stage for a lengthy drama. Several campuses of the 20-unit system were threatened with extinction, the institution's suppliers were not paid and the entire university finally closed for two weeks in May, just as final examinations were approaching.

 Reneging on a Commitment

 To Dr. Kibbee, the worst part of the crisis was having to dismiss 2,000 faculty members who had been awarded new contracts just six months earlier. ''We had a commitment to them and then we reneged,'' he said several years later. ''It just wasn't fair, but the financial problem didn't allow any other solution.''

 The price of getting the university reopened was the abandonment of its cherished free-tuition policy. Through it all, Dr. Kibbee was a central figure, successfully resisting proposals for a takeover by the State University of New York and not shying away from political infighting when he thought it necessary.

 This was a portent, and during the middle and late 1970's, Dr. Kibbee found himself increasingly honing skills more characteristic of a politican than of a scholar.

 He was confronted by a Board of Higher Education whose members often appeared, at least to the chancellor's supporters, to subordinate academic needs to political considerations, and he found the appointment of presidents for the university's various campuses to be a matter of keen interest among elected officeholders who were not averse to trying to influence the selection process.

 In April 1981, Dr. Kibbee announced that he would retire from the chancellorship this month, giving the trustees 14 months to find his successor. Although he had undergone cranial surgery several months earlier, he said the state of his health was not a factor in his decision, explaining: ''I'm not as active and agile as when I came here, but I'm 10 years older.''

 The search for Dr. Kibbee's successor, which began when he announced his retirement, was within days of completion at the time of his death.

 More Than Just Academics

 Dr. Kibbee was a pragmatist who resisted efforts to cast his role as chancellor in philosophical terms. ''It's always nice to think of yourself as the academic chieftain of an intellectually oriented body,'' he said. ''But it costs money and takes buildings and equipment to have a university. This is the responsibility of the chief executive, and if you're not willing to accept it, then you should stay out of this business.''

 Opponents were often bemused and frustrated by Dr. Kibbee's seemingly bland approach. The president of one of the university's units theorized that the only signals that the stolid Dr. Kibbee, a rumpled six-footer, ever gave of his perturbance were a few extra puffs from his omnipresent pipe.

 Even when his independence provoked both the Governor and the Mayor to seek his ouster, Dr. Kibbee remained mostly taciturn, accepting criticism in silence or, at most, delivering one of the dry witticisms that were one of his trademarks.

 ''If you can live long enough, you will outlast your critics,'' he said to close associates on several occasions when the university faced adversity.

 A lack of effusiveness, however, did not mean Dr. Kibbee was insensitive. He held fierce loyalties, was quick to voice compassion and was always among the first to commiserate with colleagues suffering personal problems.

 Dr. Kibbee's background may have helped develop his empathy with others. He was born on Aug. 19, 1921, on Staten Island, and his parents separated when he was a small boy. He carried both the blessing and the burden of growing up as the son of a famous father, Guy Kibbee, the actor.

 Served in Antiaircraft Unit

 His mother moved the family to Manhattan's West Side, and the young Bob Kibbee became an inveterate New Yorker. He attended Xavier High School and went on to earn his bachelor's degree at Fordham University, where the show-business connections established through his father won him a reputation for being able to get his friends into concerts by the popular big bands.

 He went into the Army after his graduation from Fordham in 1943 and was serving in an antiaircraft unit in the Phillipines when World War II ended in 1945.

 After his military discharge, Dr. Kibbee attended the University of Chicago, earning a master's degree in 1947 in educational administration. His involvement in a lengthy study of higher education in Arkansas led to an appointment as a dean at Southern State College in that state.

 In 1955, Dr. Kibbee moved to Drake University in Iowa as dean of students. He also resumed his studies at the University of Chicago, earning a doctorate in higher educational administration in 1957.

 Became Adviser in Pakistan

 Dr. Kibbee left Drake the following year to represent the University of Chicago as an educational adviser in Pakistan, a job that expanded to a three-year assignment and included membership on a committee that redesigned the country's educational system.

 He returned to the United States in 1961, joining the Carnegie Institute of Technology in Pittsburgh as assistant to the president, John C. Warner, whom he had known as one of the other consultants in Pakistan. In 1965, Dr. Kibbee was promoted to vice president and continued in a similar position after a merger that created Carnegie-Mellon University.

 Dr. Kibbee was a surprise choice to head the City University, an institution unlike any with which he had been associated during his academic career.

 Despite the public exposure associated with the $69,100-a-year job, he maintained a very private personal life, and few of those who worked closely with him were aware of his interest in the ballet or the enjoyment he derived from an occasional round of golf.

 Making Private Life Public

 Dr. Kibbee himself took the initiative on one of the few occasions when his personal life became public. In 1973, he sent letters to each of the campus presidents in the City University and to the members of the Board of Higher Education telling of his separation from his wife, the former Katherine Kirk.

 He was remarried in the spring of 1980 to Margaret Rockwitz, a faculty member at Kingsborough Community College in Brooklyn. The marriage took place while Dr. Kibbee was convalescing from cranial surgery for the removal of a tumor that was reportedly nonmalignant. He returned to work that spring, but even a year later still looked drawn and did not appear to have regained his former vigor.

 In a commencement address just last week, Dr. Kibbee counseled the graduating class at Brooklyn College to be humble and compassionate and to ''temper your judgments to the limit of your knowledge.'' He did not appear at the commencement because of his declining health; his address was read to the 2,900 graduates at the Flatbush campus by Jerald Posman, a vice chancellor.

 Dr. Kibbee, stressing to the graduates that the only advantage he had over them was longevity, said that ''what I have learned by living is that there is too much arrogance, simple-mindedness and indifference in the world.''

 Dr. Kibbee is survived by two sons, Robert Jr. of Ithaca, N.Y., and Douglas A. of Bowling Green, Ky., and a daughter, Katherine K. Paterson of London.","June 17, 1982, Thursday, Late City Final Edition  ROBERT J. KIBBEE, CITY U. CHANCELLOR, IS DEAD AT 60"
"Mrs. Walter Sands Marvin, a former president of the board of the Third Street Music School Settlement, died of a heart attack Aug. 3 in her Manhattan apartment.",19413,1982-08-18 00:00:00,"Mrs. Walter Sands Marvin, a former president of the board of the Third Street Music School Settlement, died of a heart attack Aug. 3 in her Manhattan apartment. She was 90 years old.

 Mrs. Marvin, the former Jean Frances Murray, was elected president of the settlement board in 1957 and held the post for several years. She was a member of the board of directors of the Metropolitan Opera Guild and was active in the American Red Cross. She also did volunteer work for the Montclair Art Museum in New Jersey.

 Mrs. Marvin is survived by two sons, John, of Dallas, and Matthew, of Hollywood, Fla.","August 18, 1982, Wednesday, Late City Final Edition  MRS. WALTER S. MARVIN"
"Herman G. Klein, the Mayor of Guttenberg, N.J., for 28 years, died Wednesday at Holy Name Hospital in Teaneck, N.J., of complications after surgery.",50341,1983-05-07 00:00:00,"Herman G. Klein, the Mayor of Guttenberg, N.J., for 28 years, died Wednesday at Holy Name Hospital in Teaneck, N.J., of complications after surgery. He was 66 years old.

 Mr. Klein was elected Mayor of the Hudson County community in 1951 and was re-elected 14 times. Though in failing health, he retained his office while he successfully fought two criminal indictments. One charged that he had taken payoffs, and the other that he had held a no-show job as a consultant to the Hudson County Air and Water Pollution Commission.

 In 1976, he resigned as Mayor for four years in return for the dropping of the no-show charge. In 1981, he was elected Mayor again. Mr. Klein is survived by his wife, Marion; a son, Thomas Klein, and a daughter, Marilyn Klein, both of Guttenberg, and a brother, George Klein of Oradell, N.J.","May 7, 1983, Saturday, Late City Final Edition  Herman G. Klein, 66, Is Dead; Guttenberg Mayor 28 Years"
"Sidney C. Norris, a lawyer and president of the Norman and Rosita Winston Foundation of New York, died Tuesday at New York Hospital.",27009,1983-01-13 00:00:00,"Sidney C. Norris, a lawyer and president of the Norman and Rosita Winston Foundation of New York, died Tuesday at New York Hospital. He was 80 years old and lived in Manhattan.

 The foundation, with assets of more than $20 million, was created in 1954 by Norman Winston. Mr. Norris a real-estate lawyer, had long been associated with Mr. Winston and succeeded him as head of the foundation on the philanthropist's death in l977. Mr. Norris was with the law firm of Robinson, Perlman & Kirschner.

 He is survived by his wife, Anne, and two daughters, Jane Perlman of New York City and Emily Rome of Lloyd Harbor, L.I.","January 13, 1983, Thursday, Late City Final Edition  SIDNEY C. NORRIS"
"Roswell Gray Ham, the first male president of Mount Holyoke College, who retired in 1957 after 20 years in the post, died Wednesday in Santa Barbara, Calif., after a brief illness.",25073,1983-07-24 00:00:00,"Roswell Gray Ham, the first male president of Mount Holyoke College, who retired in 1957 after 20 years in the post, died Wednesday in Santa Barbara, Calif., after a brief illness. He was 92 years old.

 Dr. Ham was an associate professor of English literature at Yale University when, in 1936, the Mount Holyoke trustees chose him to replace Mary E. Woolley as president of the college. The school was about to mark its 100th academic year.

 The choice of a man sparked some opposition among alumnae, and Dr. Woolley herself declared that it was a ''blow to the advancement of women.'' But the trustees stuck by their decision, the undergraduate weekly urged all involved to calm down, and Dr. Ham took office in September 1937 to steer the college into an era of expansion.

 Particularly in the years after World War II, Mount Holyoke added to its campus in South Hadley, Mass., and its financial assets. Under Dr. Ham's stewardship, it built new dormitories and other facilities, including a modern chemistry building, a sports complex, a radio studio and a nursery school.

 The college also reaffirmed its dedication to women's eduation, and its student body has remained all-female.

 Son of Gold Rush Miner

 Roswell Gray Ham was born March 11, 1891, in Lemoore, Calif. His father, 69 years old that year, was a gold rush miner. Dr. Ham took his undergraduate studies at the University of California. He started his academic career as an instructor in English at the University of Washington and then went to his alma mater to teach.

 When the United States entered World War I, Dr. Ham joined the Marine Corps. After the war, he went to graduate school at Yale and earned his doctorate in English literature in 1925 while working as an instructor. He was at Yale for 16 years before taking on the presidency of Mount Holyoke.

 Dr. Ham was elected to the Elizabethan Club at Yale in 1926 and, with a Sterling Fellowship, studied 17th century English tragic drama at the British Museum and the libraries of Cambridge and Oxford Universities and the National Library in Paris.

 Classroom Teaching Continued

 He continued to teach regularly as college president. His studies also resulted in numerous articles and books on the classic English dramatists John Dryden, Nathaniel Lee and Thomas Otway.

 After his retirement, Dr. Ham continued his research in 17th century English literature. He lived in Nantucket, Mass., several years before moving to Santa Barbara, where both his sons lived.

 Dr. Ham is survived by his sons, Cornelius Kimball Ham and David Ham, both of Santa Barbara, eight grandchildren and one greatgrandson.

 A memorial service was scheduled for 1 P.M. Monday at the Montecito Presbyterian Church.","July 24, 1983, Sunday, Late City Final Edition  ROSWELL HAM DIES; EX-COLLEGE CHIEF"
"William W. Bodine Jr., an educator and chairman of the World Affairs Council of Philadelphia, died of cancer yesterday at the Thomas Jefferson University Hospital in Philadelphia.",25163,1983-08-12 00:00:00,"William W. Bodine Jr., an educator and chairman of the World Affairs Council of Philadelphia, died of cancer yesterday at the Thomas Jefferson University Hospital in Philadelphia. He was 65 years old and lived in Villanova, Pa.

 Mr. Bodine was associated with the World Affairs Council for more than 25 years. At the time of his death he was also board chairman of the University City Science Center in Philadelphia.

 Active in medical education for nearly two decades, Mr. Bodine was president of the Jefferson Medical College and Medical Center from 1959 to 1966. The college then became Thomas Jefferson University and Mr. Bodine served as chairman of the university from 1970 until 1977.

 Mr. Bodine was educated at St. Paul's School in Concord, N. H., and Harvard University. He was associated for several years with the Penn Mutual Life Insurance Company before resigning as financial secretary in 1959. From 1967 to 1969, he was president of Arthur C. Kaufmann & Associates, financial management consultants in Philadelphia.","August 12, 1983, Friday, Late City Final Edition  WILLIAM W. BODINE Jr."
"David B. Sherwood, vice president in charge of operations and business development in Europe of the Colgate-Palmolive Company, died of complications from malaria Sunday at Norwalk (Conn.) Hospital.",50536,1983-06-15 00:00:00,"David B. Sherwood, vice president in charge of operations and business development in Europe of the Colgate-Palmolive Company, died of complications from malaria Sunday at Norwalk (Conn.) Hospital. He was 40 years old and lived in New Canaan, Conn.

 Mr. Sherwood joined Colgate in 1965 and had marketing and management jobs in Canada, Australia, the Philippines and Thailand. In 1979, he was named marketing director for Europe, and appointed a vice president in 1981.

 He was a graduate of Union College and the Graduate School of Business of Columbia University. Surviving are his wife, the former Sue Ellen Schaffner; two sons, Scott and David; his mother and stepfather, Gertrude and Norman B. Johnson, of Scottsdale, Ariz.; two brothers, Charles, of Basking Ridge, N.J., and Jonathan, of Scottsdale; a stepsister, Lucia Stuart, of Grand Rapids, Mich., and a stepbrother, N. Stirling Johnson, of Sylvania, Ohio.","June 15, 1983, Wednesday, Late City Final Edition  David B. Sherwood, Executive Of the Colgate-Palmolive Co."
"Milton B. Freudenheim, retired president of Freudenheim Brothers Inc., a wholesale watch and jewelry company in Manhattan, died yesterday at Sarasota (Fla.) Memorial Hospital.",36774,1984-03-31 00:00:00,"Milton B. Freudenheim, retired president of Freudenheim Brothers Inc., a wholesale watch and jewelry company in Manhattan, died yesterday at Sarasota (Fla.) Memorial Hospital. He was 84 years old and had lived in Longboat Key, Fla., since his retirement in 1962.

 Mr. Freudenheim was born in Manhattan and graduated from Columbia University. He was a past president of the National Association of Wholesale Jewelers and a former chairman of the planning commission of Larchmont, N.Y., where he had lived for 36 years.

 Mr. Freudenheim is survived by his wife, the former Lenore Patricia Kroh; a son, Milton B. 2d, of Manhattan; a daughter, Diane Lange of Las Vegas, Nev.; a brother, Ira French of Great Neck, L.I.; seven grandchildren, and six great-grandchildren.","March 31, 1984, Saturday, Late City Final Edition  MILTON B. FREUDENHEIM"
"Bricktop, the legendary singer and entertainer whose cafe society nightclubs in Paris in the 20's and in Mexico City and Rome in the postwar years drew royalty, writers and the fashionably riffraff, died in her sleep early yesterday in her apartment on West 68th Street.",36515,1984-02-01 00:00:00,"Bricktop, the legendary singer and entertainer whose cafe society nightclubs in Paris in the 20's and in Mexico City and Rome in the postwar years drew royalty, writers and the fashionably riffraff, died in her sleep early yesterday in her apartment on West 68th Street. She was 89 years old and had been in fragile health.

 Thousands of her friends on several continents called the once red-haired doyenne of cafe society by the Bricktop nickname, and her fashionable clubs were also called Bricktop. But her real name was more impressive - Ada Beatrice Queen Victoria Louise Virginia Smith.

 Her fame was as widespread as it was legendary. She taught the Prince of Wales and future Duke of Windsor the Black Bottom in her small but ultra-chic bo,ite on Place Pigalle in Paris in the 20's. Cole Porter, whom she taught the Charleston, wrote specially for her a drama-in-song called ''Miss Otis Regrets,'' based on the Frankie-and-Johnny legend.

 Ernest Hemingway, Evelyn Waugh and F. Scott and Zelda Fitzgerald got drunk at Bricktop's, and the carrot- topped entertainer once threw out John Steinbeck for being ''ungentlemanly.'' He got back into her good graces by sending her a taxi loaded with roses.

 'Fascinated by Saloons'

 Brick, or Brickie, as some of her legions of admirers often called her, was born on Aug. 14, 1894. She was a nonstop, stream-of-consciousness talker, and she loved telling her own colorful life story.

 ''I was born in Alderson, West, by God, Virginia,'' she told one interviewer a decade ago. ''My mother was the whitest Negro that ever lived, and she was certainly shanty Irish. I was always fascinated with saloons. As a kid on State Street in Chicago, I was always running under the swinging doors. I was in the chorus of a Negro theater at 15 - don't say 'black,' I hate 'black,' I'm 100 percent American Negro with a trigger Irish temper.''

 In the early 1920's, Bricktop sang in Connie's Inn in Harlem, then moved on to Paris. ''I was sent for to sing in a little nightclub,'' she said. ''Cole Porter brought me to Venice to sing and dance on his barge for his private parties. In those days there was no such thing as the jet set. It was the set. Darling, either you're born in it or you're not. If you were born in the gutter you can get polish, but some day you'll fall back in the gutter.''

 Despite her seeming, occasionally, to put on such airs, Bricktop cultivated a reputation for being everyone's friend in her nightclubs, managing to have pleasant, although usually brief, chats with all her guests. She seldom stayed at a table more than five minutes, however, and, she once insisted, ''I never have a drink with a guest unless they've begged me three or four times.'' Her formula seemed to work, for her guests and customers vied with one another to assure her of their love.

 I'm a Personality'

 ''When I'm alone with anyone,'' she once said, ''I call them 'darling.' Except the Duke of Windsor. I have always called him 'Sire.' ''

 Such a pronouncement was often followed by a more self-effacing observation: ''You know, darling, Cole Porter wrote 'Miss Otis Regrets' for me, but I'm no singer, I'm a personality. Nobody ever came to hear me, they came to see me.''

 Not long before Bricktop returned to New York after the Depression dimmed the City of Light, she hired an unknown English singer named Mabel Mercer, who remained her lifelong friend. Earlier, she had taken another newcomer, Josephine Baker, under her wing, and she also counted as her protege Duke Ellington.

 In her auitobiography, ''Bricktop by Bricktop,'' written with James Haskins and published last year on her 89th birthday, the entertainer told of some hard times in New York in the 1940's. In 1943, she said, her old friend, the heiress Doris Duke, lent her money to set up a club in Mexico City. In 1950, she returned briefly to Paris, but was repelled by postwar anti-Americanism there and moved on to Rome.

 Bricktop's on the Via Veneto was a mecca for American and European tourists, but its owner once told a friend: ''Compared to my little 14-table spot in Paris years ago, this place is a dump.'' She finally gave up the nightspot in 1961. Her departure was noted in one newspaper in these words:

 ''Singing, dancing, cigar-smoking Bricktop, who has reigned as American nightclub queen in Europe for 40 years, announced her abdication today. 'I'm tired, honey, tired of staying up till dawn every day,' the 67-year-old, freckle-faced entertainer said.''

 There were occasional attempts at comebacks in New York over the next few years, but as the entertainer's health worsened, she became less and less active. She never lost interest in charity work, however, particularly for the Roman Catholic Church, to which she was a convert.

 She always took her religion seriously, but Bricktop, who said she ''was married a few years to a saxophone player and a great gentleman,'' Peter Duconge, laughed when her friends teased her about her conversion.

 ''They say I'm a religious fanatic, because I'm always running in and out of church,'' she said. ''For 40 years I was running in and out of bars, and they didn't call me a fanatic.''

 Funeral services were incomplete yesterday.","February 1, 1984, Wednesday, Late City Final Edition  BRICKTOP, CABARET QUEEN IN PARIS AND ROME, DEAD"
